Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,06-11-2020,32.3182,-86.9023,23370,755,13508.0,9107.0,1,476.6289666818609,0.0,2165.0,0.0,84000001.0,USA,8382.51055181479,9.476909608229372,2020-06-11,411010.0,3.2306375695335903
Alaska,US,06-11-2020,61.3707,-152.4044,622,11,397.0,214.0,2,85.02552816299749,0.0,0.0,0.0,84000002.0,USA,9433.59601938363,0.0,2020-06-11,69011.0,1.7684887459807077
American Samoa,US,06-11-2020,-14.271,-170.132,0,0,0.0,0.0,60,0.0,0.0,0.0,0.0,16.0,ASM,312.7190381193724,0.0,2020-06-11,174.0,0.0
Arizona,US,06-11-2020,33.7298,-111.4312,31267,1135,5980.0,24152.0,4,429.56746360656695,0.0,3531.0,0.0,84000004.0,USA,4253.249576814155,11.293056577221993,2020-06-11,429051.0,3.630025266255157
Arkansas,US,06-11-2020,34.9697,-92.3731,10816,171,7351.0,3294.0,5,358.4063113442755,0.0,925.0,0.0,84000005.0,USA,5854.091253109878,8.552144970414199,2020-06-11,176665.0,1.580991124260355
California,US,06-11-2020,36.1162,-119.6816,143633,4870,0.0,0.0,6,363.4773978674903,0.0,0.0,0.0,84000006.0,USA,6574.287151598634,0.0,2020-06-11,2597647.0,3.3846732303750224
Colorado,US,06-11-2020,39.0598,-105.3111,28647,1582,4150.0,22915.0,8,497.4529132781916,0.0,5035.0,0.0,84000008.0,USA,3999.922899747445,17.58521933500978,2020-06-11,230345.0,5.522393269801375
Connecticut,US,06-11-2020,41.5978,-72.7554,44461,4146,7611.0,32704.0,9,1247.0524813289926,0.0,9912.0,0.0,84000009.0,USA,9030.072473828895,22.2936955983896,2020-06-11,321948.0,9.3250264276557
Delaware,US,06-11-2020,39.3185,-75.5071,10106,535,6001.0,3570.0,10,1037.828467678,0.0,0.0,0.0,84000010.0,USA,7602.766173323311,0.0,2020-06-11,74033.0,5.293884820898477
Diamond Princess,US,06-11-2020,0.0,0.0,49,0,0.0,0.0,88888,0.0,0.0,0.0,0.0,84088888.0,USA,0.0,0.0,2020-06-11,0.0,0.0
District of Columbia,US,06-11-2020,38.8974,-77.0268,9589,502,1143.0,7944.0,11,1358.6983474294686,0.0,0.0,0.0,84000011.0,USA,8400.720369423123,0.0,2020-06-11,59288.0,5.235165293565544
